Customer_ID,Age,Gender,City,Purchase_Amount,Segment,Signup_Date
CUST10502,54,female,,29427,Regular,06-20-24
CUST10503,29,Male,,14309,Premium,07-29-25
CUST10504,20,,Hyderabad,48543,Regular,01-31-24
CUST10505,18,Female,Chennai,15129,Regular,02-16-24
CUST10506,50,Male,Bangalore,2177,,05-09-24
CUST10507,57,female,Bangalore,14007,VIP,12-17-24
CUST10508,27,Female,Chennai,36735,VIP,09-13-25
CUST10509,60,Female,Bangalore,49020,,08-03-25
CUST10510,61,Male,Hyderabad,4973,,02-27-24
CUST10511,46,Male,Hyderabad,8735,Regular,04-15-24
CUST10512,30,male,Chennai,33165,Premium,11-25-24
CUST10513,29,Female,Bangalore,45963,VIP,11-13-25
CUST10514,48,Female,Hyderabad,41904,Premium,01-17-25
CUST10515,63,female,Hyderabad,33883,Premium,06-10-24
CUST10516,19,male,Mumbai,34252,,10-12-24
CUST10517,52,Male,Mumbai,41613,Premium,03-11-24
CUST10518,40,Female,Hyderabad,29192,Regular,03-29-25
CUST10519,34,,Chennai,17753,,07-20-25
CUST10520,43,female,,,Premium,01-31-25
CUST10521,25,Female,,34128,,05-29-25
CUST10522,46,Male,Hyderabad,40569,Regular,01-26-24
CUST10523,43,Female,Hyderabad,21047,Regular,11-08-24
CUST10524,27,male,Hyderabad,30078,Premium,05-05-24
CUST10525,43,female,Chennai,22156,,02-11-25
CUST10526,51,male,Mumbai,29107,Premium,07-18-25
CUST10527,58,female,Hyderabad,43269,Premium,07-16-24
CUST10528,24,female,Hyderabad,48387,,07-06-24
CUST10529,21,Male,Bangalore,44732,Premium,11-28-25
CUST10530,62,Female,Chennai,48549,Regular,04-28-25
CUST10531,28,Male,Hyderabad,5643,,03-25-25
CUST10532,46,Male,Bangalore,21167,,06-06-25
CUST10533,53,female,,45356,,12-19-24
CUST10534,42,Female,Hyderabad,25197,,10-19-25
CUST10535,38,Female,Hyderabad,42947,Premium,08-19-25
CUST10536,53,Male,Bangalore,43612,Premium,04-09-24
CUST10537,27,Female,Chennai,3909,Regular,09-07-25
CUST10538,54,Male,Hyderabad,22291,VIP,07-11-25
CUST10539,26,Male,,21367,VIP,07-09-25
CUST10540,41,male,Hyderabad,7306,Regular,10-04-24
CUST10541,52,Male,,21157,VIP,11-23-25
CUST10542,52,male,Mumbai,29092,Regular,11-29-25
CUST10543,53,Male,Mumbai,46614,Premium,09-17-25
CUST10544,35,Male,,16095,,05-05-25
CUST10545,56,Male,Chennai,48903,,09-11-24
CUST10546,49,Female,Hyderabad,44539,Premium,01-15-25
CUST10547,41,male,Hyderabad,13310,,06-25-25
CUST10548,40,Female,Mumbai,17893,,09-20-24
CUST10549,49,Female,,26370,VIP,09-01-25
CUST10550,,male,Hyderabad,5297,Premium,11-24-24
CUST10551,29,Male,Hyderabad,48421,VIP,04-24-24
CUST10552,30,Female,Chennai,7552,VIP,10-02-24
CUST10553,40,female,Bangalore,41586,,05-02-25
CUST10554,42,male,Mumbai,14959,,10-07-24
CUST10555,52,Female,Mumbai,27336,Premium,10-01-24
CUST10556,58,,Bangalore,31999,,11-23-24
CUST10557,47,female,Hyderabad,32183,,07-29-24
CUST10558,34,Male,Chennai,2272,Premium,07-05-25
CUST10559,37,male,Chennai,46026,,01-26-24
CUST10560,42,Female,Mumbai,,VIP,01-27-24
CUST10561,39,Female,Chennai,27640,Premium,03-23-24
CUST10562,30,Female,Bangalore,19153,,11-12-25
CUST10563,36,Female,Hyderabad,11185,Regular,02-16-25
CUST10564,53,male,Bangalore,30664,Premium,06-15-24
CUST10565,29,Female,,24309,Premium,11-30-25
CUST10566,58,female,Mumbai,4081,Regular,06-17-24
CUST10567,36,male,Chennai,21253,,08-16-24
CUST10568,29,Male,,5347,,08-31-25
CUST10569,26,male,Chennai,10653,Premium,01-01-25
CUST10570,24,Male,Hyderabad,20911,Premium,06-11-25
CUST10571,45,Female,Hyderabad,29945,,10-08-25
CUST10572,31,male,Hyderabad,6235,,06-21-25
CUST10573,48,Male,Chennai,5673,VIP,06-07-25
CUST10574,36,Female,,13831,Premium,03-12-24
CUST10575,64,Male,Hyderabad,7289,Premium,10-06-25
CUST10576,33,Male,,14641,Regular,04-15-24
CUST10577,22,Female,Chennai,43746,VIP,11-19-25
CUST10578,52,Female,,11187,,10-08-24
CUST10579,29,,Chennai,46535,VIP,05-12-24
CUST10580,42,Female,Chennai,2876,,06-17-25
CUST10581,38,Female,Mumbai,42179,,09-25-24
CUST10582,53,Female,Chennai,27664,VIP,02-15-25
CUST10583,40,Male,Chennai,28935,Premium,11-03-25
CUST10584,33,,Bangalore,7797,,09-10-25
CUST10585,56,male,Hyderabad,14729,VIP,01-18-24
CUST10586,62,female,Mumbai,8486,Regular,04-26-24
CUST10587,59,Male,Mumbai,17146,VIP,05-23-24
CUST10588,56,Female,Mumbai,8144,Regular,07-04-25
CUST10589,31,Female,Bangalore,9715,,10-27-25
CUST10590,48,female,Chennai,47902,VIP,11-18-25
CUST10591,22,Male,Hyderabad,5160,VIP,02-25-25
CUST10592,52,Female,,11000,Regular,01-03-25
CUST10593,40,,Chennai,5681,VIP,10-07-25
CUST10594,46,Female,Bangalore,34882,VIP,07-11-25
CUST10595,60,Female,Chennai,20273,,02-19-24
CUST10596,28,Male,Chennai,13097,VIP,11-08-25
CUST10597,35,,Bangalore,43503,Premium,04-15-24
CUST10598,64,Male,Mumbai,46516,Regular,08-03-24
CUST10599,29,male,Mumbai,7248,VIP,10-19-25
CUST10600,26,female,Hyderabad,,Regular,02-28-25
CUST10601,27,Male,Hyderabad,14122,Regular,03-12-24
CUST10602,61,male,Mumbai,20113,Regular,03-21-25
CUST10603,34,Male,,38787,VIP,07-04-24
CUST10604,55,Male,Chennai,15986,VIP,03-10-24
CUST10605,,female,,25356,Regular,05-29-24
CUST10606,63,female,Chennai,30105,Premium,09-02-24
CUST10607,30,male,Mumbai,6738,Regular,06-21-25
CUST10608,57,Female,Hyderabad,37519,Premium,10-13-25
CUST10609,59,Male,Hyderabad,33477,Regular,04-08-24
CUST10610,26,Male,,40808,,10-04-24
CUST10611,44,Male,Hyderabad,43216,Regular,07-16-25
CUST10612,19,Male,Mumbai,36734,Regular,10-24-25
CUST10613,22,Female,,16855,VIP,03-30-25
CUST10614,46,Female,Chennai,23482,Premium,04-13-24
CUST10615,54,Female,Hyderabad,49867,,08-23-25
CUST10616,55,Male,Bangalore,22494,Premium,10-14-25
CUST10617,36,Female,Hyderabad,2353,,08-20-24
CUST10618,25,female,Chennai,37810,Regular,01-28-25
CUST10619,62,Male,,45198,VIP,05-15-25
CUST10620,18,,Chennai,964,VIP,11-25-25
CUST10621,39,female,Bangalore,34136,Premium,09-07-24
CUST10622,34,Male,Mumbai,40322,VIP,06-04-25
CUST10623,24,female,Hyderabad,13766,Premium,03-19-24
CUST10624,42,Female,,21055,Premium,02-21-24
CUST10625,62,Female,Mumbai,45238,,08-13-24
CUST10626,21,Female,Chennai,38097,Premium,02-20-24
CUST10627,53,Female,,16409,,07-04-24
CUST10628,23,Female,Mumbai,4154,VIP,02-03-24
CUST10629,48,Female,,1035,Premium,05-10-24
CUST10630,36,male,Bangalore,45040,Premium,09-23-25
CUST10631,61,male,Bangalore,22878,Regular,03-18-25
CUST10632,56,Female,Hyderabad,43398,Premium,03-07-25
CUST10633,44,male,Hyderabad,48428,Premium,05-11-25
CUST10634,27,Male,Bangalore,49024,Regular,02-06-25
CUST10635,43,Male,,16809,Regular,11-18-24
CUST10636,36,female,Bangalore,9826,VIP,07-28-24
CUST10637,56,Female,Hyderabad,40642,Premium,09-06-25
CUST10638,20,Male,Bangalore,20345,VIP,11-24-24
CUST10639,62,Male,Bangalore,34853,VIP,01-06-25
CUST10640,30,Male,,,Regular,04-04-25
CUST10641,45,,Mumbai,21416,,05-12-24
CUST10642,37,Female,Hyderabad,37471,VIP,10-12-25
CUST10643,45,,,19262,,04-30-24
CUST10644,25,Female,Bangalore,16060,Premium,08-28-25
CUST10645,58,Female,Bangalore,30891,Regular,03-27-25
CUST10646,56,Female,Mumbai,42330,Premium,05-08-24
CUST10647,18,male,Hyderabad,25316,Premium,03-31-24
CUST10648,20,Male,Hyderabad,32567,Regular,08-26-25
CUST10649,30,female,Chennai,47034,Premium,07-28-25
CUST10650,45,female,Hyderabad,7854,Regular,01-29-24
CUST10651,42,Female,Mumbai,47114,,06-07-25
CUST10652,50,,Chennai,4178,Premium,11-28-24
CUST10653,55,female,Chennai,12953,Regular,10-23-24
CUST10654,23,male,Bangalore,4142,VIP,05-09-24
CUST10655,61,Male,Bangalore,49152,Premium,10-19-24
CUST10656,62,Female,Hyderabad,14489,,06-21-24
CUST10657,49,Female,Chennai,30525,Regular,01-24-24
CUST10658,62,Male,Bangalore,2675,Premium,04-08-24
CUST10659,64,Male,Mumbai,39622,Premium,02-09-25
CUST10660,,female,Bangalore,28279,Premium,12-21-24
CUST10661,33,Male,Bangalore,34854,,05-18-24
CUST10662,38,Female,Chennai,18724,Regular,05-17-25
CUST10663,28,,Chennai,20450,VIP,06-22-24
CUST10664,54,female,,26781,VIP,01-29-24
CUST10665,53,Male,Mumbai,24088,VIP,05-10-25
CUST10666,52,female,Chennai,15570,Regular,10-16-25
CUST10667,36,Male,Hyderabad,24804,VIP,12-16-24
CUST10668,37,Male,Mumbai,38836,,07-07-25
CUST10669,35,male,Mumbai,29477,Regular,10-25-24
CUST10670,64,Female,Chennai,28672,Premium,07-10-24
CUST10671,58,Female,Mumbai,7593,,11-02-25
CUST10672,31,Female,Chennai,4203,Premium,03-04-24
CUST10673,32,Male,Bangalore,34944,VIP,10-25-25
CUST10674,48,Male,,3094,,08-02-24
CUST10675,18,Female,Bangalore,3844,Regular,06-14-24
CUST10676,20,female,Chennai,47334,,06-26-25
CUST10677,33,male,Chennai,47391,Premium,08-19-24
CUST10678,40,Male,Bangalore,27432,Regular,06-24-25
CUST10679,28,Female,Hyderabad,5694,,07-13-24
CUST10680,29,Male,Hyderabad,,,05-20-25
CUST10681,27,Male,Hyderabad,7471,,11-29-24
CUST10682,49,female,Chennai,47415,,10-30-24
CUST10683,33,Male,Mumbai,18128,Regular,03-12-25
CUST10684,25,Male,Chennai,36012,Premium,11-18-24
CUST10685,55,male,Mumbai,14090,,05-16-25
CUST10686,29,male,Bangalore,46951,Regular,01-27-25
CUST10687,41,male,,16726,Premium,08-21-25
CUST10688,45,Male,Mumbai,20569,,05-28-24
CUST10689,25,Male,Hyderabad,40822,Premium,02-08-25
CUST10690,45,Male,Chennai,40137,Premium,10-09-24
CUST10691,53,Male,Bangalore,7230,Regular,12-27-24
CUST10692,43,male,Hyderabad,6928,Premium,01-13-25
CUST10693,25,female,Bangalore,41712,Regular,07-16-24
CUST10694,45,male,,47088,,07-09-25
CUST10695,45,female,Chennai,39199,Premium,12-21-24
CUST10696,54,Female,Chennai,46265,Premium,06-23-25
CUST10697,58,male,,17983,VIP,03-04-25
CUST10698,53,Female,Chennai,43159,,01-17-24
CUST10699,44,Female,Mumbai,18642,,09-30-25
CUST10700,34,Female,Bangalore,43032,VIP,01-13-25
CUST10701,26,Male,Hyderabad,10550,VIP,11-10-25
CUST10702,50,Female,,20523,Regular,05-20-25
CUST10703,37,,Mumbai,2135,Regular,03-16-24
CUST10704,30,Male,Hyderabad,44331,Premium,08-18-24
CUST10705,45,Male,Hyderabad,40845,Premium,09-04-24
CUST10706,46,Female,,17341,Premium,10-28-24
CUST10707,30,female,Mumbai,23254,Premium,08-02-24
CUST10708,63,Female,Hyderabad,25725,Regular,06-06-24
CUST10709,52,male,Hyderabad,45050,,03-09-24
CUST10710,23,Male,Mumbai,33166,Premium,01-27-25
CUST10711,35,male,Chennai,33791,,03-25-24
CUST10712,22,Female,Hyderabad,13431,Premium,09-23-24
CUST10713,64,female,Bangalore,20790,VIP,03-09-24
CUST10714,42,male,Mumbai,19283,Premium,09-02-25
CUST10715,,Male,Hyderabad,39446,Premium,12-12-24
CUST10716,27,Male,,4975,Premium,11-03-25
CUST10717,47,Male,Bangalore,12354,Regular,02-26-25
CUST10718,62,Female,Hyderabad,28721,VIP,08-28-25
CUST10719,22,Male,Bangalore,11005,Premium,06-22-24
CUST10720,50,male,Bangalore,,Premium,11-07-25
CUST10721,18,Female,Chennai,15982,,04-24-24
CUST10722,35,Male,Bangalore,19141,VIP,08-07-24
CUST10723,49,Male,Chennai,29198,Premium,01-31-24
CUST10724,64,Male,Mumbai,42531,,06-06-25
CUST10725,28,female,Chennai,33809,,12-08-24
CUST10726,38,Male,,34775,Regular,01-11-25
CUST10727,43,male,Hyderabad,4937,,05-09-24
CUST10728,42,female,Mumbai,46548,Premium,09-08-25
CUST10729,39,male,Mumbai,24589,Regular,06-22-25
CUST10730,44,female,,17727,Regular,01-02-24
CUST10731,30,Female,Chennai,5796,Premium,04-10-24
CUST10732,50,,Hyderabad,49094,VIP,06-16-25
CUST10733,51,Male,Chennai,13643,,02-27-24
CUST10734,58,Male,Bangalore,12715,Regular,01-23-25
CUST10735,52,male,Chennai,1566,VIP,11-22-25
CUST10736,18,,Mumbai,30871,Premium,12-06-24
CUST10737,38,female,Hyderabad,18450,,01-20-24
CUST10738,23,Male,Chennai,475,,09-11-24
CUST10739,45,Male,Hyderabad,33130,Regular,11-12-24
CUST10740,34,,Hyderabad,20846,,02-07-24
CUST10741,22,Male,Bangalore,22986,,10-21-25
CUST10742,48,female,Bangalore,44448,,06-20-25
CUST10743,22,female,Mumbai,43004,,01-20-25
CUST10744,55,Female,,32751,Premium,09-24-25
CUST10745,20,Female,Hyderabad,7933,VIP,01-26-24
CUST10746,40,Female,,1993,Premium,03-29-25
CUST10747,54,Male,Mumbai,30673,Premium,11-11-25
CUST10748,54,female,Hyderabad,31471,Regular,11-18-24
CUST10749,27,Female,Hyderabad,40974,,05-27-25
CUST10750,27,female,,11926,Premium,01-13-24
CUST10751,36,Male,Chennai,34520,,07-13-25
CUST10752,34,,Bangalore,22024,Premium,01-05-25
CUST10753,38,Female,Chennai,33467,Premium,10-17-24
CUST10754,31,Male,,21299,Regular,11-27-24
CUST10755,26,Male,Bangalore,25968,VIP,08-28-25
CUST10756,63,male,Chennai,8892,VIP,09-17-24
CUST10757,18,male,Bangalore,20697,Premium,07-23-24
CUST10758,62,female,Hyderabad,36505,Regular,11-27-25
CUST10759,30,Male,Chennai,32796,,11-17-25
CUST10760,21,Male,Bangalore,,,01-21-25
CUST10761,18,Female,Bangalore,16089,Premium,04-12-25
CUST10762,57,Female,Bangalore,29031,VIP,02-18-25
CUST10763,49,Female,Chennai,9390,Regular,03-09-24
CUST10764,51,,Mumbai,38467,VIP,04-16-25
CUST10765,45,,Chennai,14442,,04-13-24
CUST10766,48,,,25041,VIP,06-09-24
CUST10767,25,female,Chennai,14045,,07-18-24
CUST10768,56,Female,Bangalore,10862,Regular,08-03-24
CUST10769,43,Female,Hyderabad,30233,Regular,07-30-24
CUST10770,,Female,Chennai,47180,Premium,05-22-25
CUST10771,20,female,Chennai,40250,Premium,01-16-24
CUST10772,29,Male,Bangalore,27152,VIP,05-12-25
CUST10773,18,Female,Hyderabad,41850,Regular,11-27-24
CUST10774,61,Male,Hyderabad,20053,Regular,07-04-25
CUST10775,22,Female,,40575,Premium,08-23-25
CUST10776,47,female,Chennai,17230,,09-12-24
CUST10777,47,female,Hyderabad,31186,VIP,06-20-24
CUST10778,34,Male,Hyderabad,4733,VIP,10-10-25
CUST10779,64,,Mumbai,17404,Premium,05-12-25
CUST10780,40,male,Mumbai,42137,Regular,04-15-25
CUST10781,32,Male,Hyderabad,32384,Premium,01-18-25
CUST10782,54,Male,,46646,Premium,11-20-25
CUST10783,38,Male,Hyderabad,7108,Premium,08-11-25
CUST10784,31,Male,Bangalore,48391,Premium,11-30-25
CUST10785,19,,Chennai,27505,,05-21-25
CUST10786,28,Female,,36486,,06-10-25
CUST10787,56,female,Bangalore,25473,Regular,11-20-24
CUST10788,55,Female,,20927,Premium,08-01-24
CUST10789,51,Male,Bangalore,33140,,07-26-24
CUST10790,55,Female,Chennai,13107,Regular,06-17-24
CUST10791,51,Male,Chennai,18257,Premium,11-25-24
CUST10792,35,Female,Mumbai,32257,VIP,10-06-24
CUST10793,47,,Bangalore,35415,,10-31-24
CUST10794,32,Female,Mumbai,36032,Regular,05-25-24
CUST10795,44,male,Bangalore,21264,VIP,05-30-25
CUST10796,51,Male,Mumbai,14514,Premium,03-30-24
CUST10797,55,Male,Chennai,14427,Premium,03-28-25
CUST10798,50,Male,,48444,Premium,02-29-24
CUST10799,41,Female,Mumbai,1046,,11-06-24
CUST10800,32,Male,Bangalore,,Regular,06-11-25
CUST10801,47,Female,Bangalore,27341,VIP,08-14-24
CUST10802,59,Female,Chennai,49758,Regular,04-18-25
CUST10803,34,Female,Bangalore,30354,,06-24-25
CUST10804,22,Male,Hyderabad,15640,Regular,10-24-25
CUST10805,46,Male,,6819,,03-19-24
CUST10806,21,,Mumbai,41303,Premium,03-08-25
CUST10807,27,male,,25181,VIP,06-01-24
CUST10808,34,Female,Chennai,11450,Premium,02-04-25
CUST10809,27,Male,Mumbai,36458,Regular,10-05-24
CUST10810,34,,Mumbai,32121,Premium,02-26-24
CUST10811,37,male,Hyderabad,42932,VIP,07-04-24
CUST10812,41,Female,Chennai,28469,Premium,02-01-25
CUST10813,22,female,Bangalore,31828,VIP,08-27-25
CUST10814,51,Male,Hyderabad,17676,VIP,06-06-24
CUST10815,23,Female,Hyderabad,29101,Premium,11-23-25
CUST10816,19,male,,17948,,12-24-24
CUST10817,30,Male,,490,Regular,03-15-25
CUST10818,60,,,22099,,08-11-25
CUST10819,60,male,Hyderabad,45536,,04-10-25
CUST10820,28,Female,Bangalore,11669,Premium,10-24-25
CUST10821,64,Male,Mumbai,13129,Regular,03-21-25
CUST10822,40,Male,,22590,Regular,05-02-25
CUST10823,33,Female,Bangalore,45975,,06-13-25
CUST10824,48,female,Chennai,35428,Premium,03-13-24
CUST10825,,Male,,5967,Regular,01-17-24
CUST10826,33,Female,Mumbai,15384,,06-14-25
CUST10827,25,male,Chennai,34079,Regular,11-21-24
CUST10828,21,Male,Chennai,9221,Premium,09-23-25
CUST10829,57,male,Mumbai,1639,Premium,09-04-25
CUST10830,21,Male,,25588,Premium,06-29-25
CUST10831,42,,Hyderabad,17127,Regular,08-18-25
CUST10832,20,Female,Mumbai,8793,VIP,07-20-24
CUST10833,49,Male,Mumbai,9021,Regular,12-09-24
CUST10834,20,Female,Mumbai,10410,VIP,06-06-25
CUST10835,44,Female,Chennai,45612,Premium,02-03-25
CUST10836,46,female,Bangalore,31008,,08-05-24
CUST10837,49,male,Hyderabad,4486,VIP,03-20-25
CUST10838,36,male,,32363,Premium,08-09-24
CUST10839,38,Male,,28512,Premium,01-17-25
CUST10840,22,Male,Bangalore,,VIP,08-14-25
CUST10841,35,Male,Mumbai,12342,,01-07-24
CUST10842,45,Female,Hyderabad,47125,Premium,09-28-24
CUST10843,59,female,,9047,VIP,01-16-24
CUST10844,39,Female,,46814,,02-27-25
CUST10845,38,Male,Mumbai,6030,,06-07-25
CUST10846,23,Female,Bangalore,38270,Premium,01-21-24
CUST10847,18,female,Hyderabad,48885,Regular,11-20-25
CUST10848,22,male,Bangalore,607,Regular,08-15-24
CUST10849,58,female,Bangalore,1536,Premium,10-14-24
CUST10850,29,Male,Hyderabad,27251,,05-13-24
CUST10851,43,Male,Hyderabad,11718,Premium,10-09-24
CUST10852,63,female,,8850,VIP,02-07-25
CUST10853,51,male,,16222,Regular,10-26-25
CUST10854,31,Female,Hyderabad,7454,VIP,03-06-24
CUST10855,43,male,Chennai,44162,Premium,10-10-25
CUST10856,62,female,,31079,Premium,08-26-25
CUST10857,44,male,Chennai,21000,,03-12-25
CUST10858,26,male,Hyderabad,13940,,09-15-24
CUST10859,43,Female,,37267,,04-12-24
CUST10860,64,Female,Bangalore,5137,VIP,07-20-25
CUST10861,39,Female,Hyderabad,28733,,04-10-24
CUST10862,64,female,Mumbai,24595,Premium,07-16-24
CUST10863,47,female,Chennai,15948,,08-13-24
CUST10864,60,female,Hyderabad,36583,Regular,04-07-25
CUST10865,34,Male,Hyderabad,47745,,08-24-24
CUST10866,43,male,,7937,VIP,01-26-24
CUST10867,53,female,,34169,Regular,04-30-24
CUST10868,18,male,,7470,Regular,05-20-25
CUST10869,25,female,Mumbai,6511,Regular,06-30-24
CUST10870,52,female,,39233,VIP,09-25-25
CUST10871,32,Female,Hyderabad,30599,Premium,06-26-25
CUST10872,64,Female,,30325,,11-10-24
CUST10873,39,Male,Bangalore,48317,Regular,09-09-25
CUST10874,31,Female,,792,Regular,09-29-24
CUST10875,43,male,Mumbai,29026,Regular,08-19-24
CUST10876,45,female,Bangalore,34346,Premium,02-23-25
CUST10877,40,Male,Hyderabad,39264,Premium,03-17-25
CUST10878,31,Male,Hyderabad,8548,VIP,05-10-25
CUST10879,41,male,Chennai,43490,Premium,01-24-24
CUST10880,,Male,Bangalore,,,04-18-24
CUST10881,62,Male,Chennai,10173,VIP,05-16-25
CUST10882,43,Male,Bangalore,35514,VIP,01-25-24
CUST10883,31,Male,Bangalore,5309,,07-05-24
CUST10884,24,Male,Mumbai,6633,,10-14-24
CUST10885,20,Female,Chennai,21161,,09-19-25
CUST10886,64,Female,Mumbai,7311,VIP,12-03-24
CUST10887,40,female,Bangalore,10027,VIP,02-06-24
CUST10888,63,Female,Hyderabad,12027,VIP,05-16-24
CUST10889,60,male,Bangalore,24694,,05-22-25
CUST10890,64,Male,Mumbai,9416,,08-14-24
CUST10891,62,Male,Chennai,12277,Regular,11-15-24
CUST10892,35,male,Chennai,10946,Premium,06-30-24
CUST10893,55,Male,Mumbai,8033,Regular,03-26-24
CUST10894,52,Female,Chennai,38344,,04-11-25
CUST10895,32,Female,,46721,VIP,02-22-24
CUST10896,42,male,Hyderabad,40796,,08-22-24
CUST10897,54,Male,Hyderabad,2180,Premium,03-08-25
CUST10898,45,Female,Hyderabad,6189,Regular,05-10-25
CUST10899,27,male,Chennai,26223,Regular,04-09-24
CUST10900,56,Male,Chennai,7897,VIP,08-21-25
CUST10901,34,male,Bangalore,8446,Regular,02-06-25
CUST10902,56,male,Bangalore,19978,Regular,01-30-25
CUST10903,39,,Hyderabad,33772,,06-10-25
CUST10904,43,Male,,17753,Regular,02-18-25
CUST10905,61,female,Bangalore,49656,Regular,09-04-25
CUST10906,42,Female,Bangalore,42842,Regular,11-07-25
CUST10907,34,Female,Chennai,26240,VIP,04-07-25
CUST10908,30,Male,,1284,VIP,06-24-25
CUST10909,37,male,Hyderabad,34593,,09-17-25
CUST10910,42,Male,Bangalore,44248,Regular,09-10-25
CUST10911,21,Female,,24946,VIP,12-29-24
CUST10912,27,Male,,45925,VIP,05-09-24
CUST10913,20,female,Hyderabad,22295,,03-24-24
CUST10914,58,female,,5706,Premium,09-27-24
CUST10915,62,male,,4056,Regular,08-31-24
CUST10916,35,Male,,16655,VIP,01-22-25
CUST10917,64,Male,Bangalore,24949,,08-01-24
CUST10918,53,male,Hyderabad,18790,,06-14-24
CUST10919,64,Female,,48949,,02-28-24
CUST10920,39,Male,,,VIP,08-24-25
CUST10921,51,male,Bangalore,33289,Regular,05-18-25
CUST10922,64,,Hyderabad,38408,Premium,05-02-24
CUST10923,25,male,Chennai,25885,Regular,10-09-25
CUST10924,57,male,Bangalore,49156,,02-16-25
CUST10925,61,,Hyderabad,32798,,05-18-24
CUST10926,36,Male,,16066,Premium,08-16-24
CUST10927,59,Female,Hyderabad,31197,Regular,09-30-24
CUST10928,58,,Hyderabad,15982,,03-14-25
CUST10929,54,Male,Hyderabad,4775,,07-15-25
CUST10930,23,male,Chennai,41950,Regular,04-27-24
CUST10931,43,Female,Hyderabad,13109,,04-27-25
CUST10932,51,Female,Chennai,27943,Regular,01-29-25
CUST10933,62,male,,29893,,04-04-25
CUST10934,23,,Chennai,39616,Regular,11-23-25
CUST10935,,female,,38971,Premium,03-18-24
CUST10936,50,Male,,17957,,02-15-25
CUST10937,39,female,Chennai,19727,Premium,03-15-24
CUST10938,38,Male,Bangalore,18665,,10-21-24
CUST10939,23,Female,Mumbai,26125,,01-21-24
CUST10940,23,Female,Hyderabad,27932,VIP,06-19-24
CUST10941,21,Female,Mumbai,44216,Regular,01-15-24
CUST10942,47,Female,Hyderabad,9882,Premium,07-29-24
CUST10943,28,,Hyderabad,38750,Premium,07-13-25
CUST10944,47,male,,22466,Premium,03-26-24
CUST10945,48,male,Hyderabad,28657,Regular,05-28-24
CUST10946,41,Male,Hyderabad,5898,VIP,11-30-25
CUST10947,26,,Chennai,9727,Premium,01-06-25
CUST10948,20,,Mumbai,41283,Regular,04-24-25
CUST10949,48,female,Chennai,12566,,05-30-24
CUST10950,57,Male,Hyderabad,42714,Premium,05-20-24
CUST10951,54,Male,,12820,Premium,03-09-24
CUST10952,53,Male,Chennai,42013,VIP,09-16-24
CUST10953,41,Male,Chennai,37392,Premium,06-04-25
CUST10954,48,Female,Bangalore,6659,Premium,09-24-25
CUST10955,23,,Hyderabad,40488,,01-05-25
CUST10956,19,Female,,19258,Regular,02-22-25
CUST10957,37,Male,Chennai,31016,Regular,04-10-24
CUST10958,45,Male,Chennai,22157,VIP,10-22-25
CUST10959,28,Male,,35992,,10-19-25
CUST10960,21,Male,Hyderabad,,Regular,08-30-24
CUST10961,32,Male,Bangalore,11806,,05-26-25
CUST10962,23,Male,Chennai,12170,Regular,07-08-25
CUST10963,47,female,Bangalore,41002,,04-04-24
CUST10964,55,,Mumbai,1024,VIP,08-13-24
CUST10965,19,Female,Hyderabad,26578,Premium,06-01-25
CUST10966,32,Female,Mumbai,5606,VIP,08-01-24
CUST10967,28,female,Mumbai,46518,Regular,03-07-24
CUST10968,25,Male,Mumbai,35263,VIP,01-30-25
CUST10969,43,Male,Hyderabad,24704,Premium,09-03-25
CUST10970,62,female,Hyderabad,15410,VIP,01-12-24
CUST10971,61,Male,,8326,Regular,08-24-24
CUST10972,22,male,Bangalore,11881,Regular,02-02-25
CUST10973,23,Female,Bangalore,5615,VIP,02-10-25
CUST10974,43,Female,,36233,Premium,04-24-25
CUST10975,21,Female,,17072,VIP,10-08-25
CUST10976,36,female,Mumbai,32192,Premium,08-09-24
CUST10977,37,Male,,11510,,06-04-24
CUST10978,50,Male,Chennai,19622,Premium,10-15-25
CUST10979,37,male,Bangalore,9195,,03-03-25
CUST10980,29,Female,,23147,VIP,06-06-24
CUST10981,64,Male,Chennai,20570,Premium,02-19-25
CUST10982,18,female,Chennai,43229,,11-21-24
CUST10983,43,Female,Chennai,8631,,01-05-25
CUST10984,31,female,Chennai,37138,,12-09-24
CUST10985,55,female,Mumbai,22503,Regular,09-18-24
CUST10986,54,male,Chennai,42774,VIP,10-09-24
CUST10987,28,Female,Mumbai,29222,,08-16-24
CUST10988,53,,Mumbai,17040,Premium,10-06-24
CUST10989,30,Male,Chennai,29931,,10-16-24
CUST10990,,male,Bangalore,11379,Regular,11-10-25
CUST10991,20,Male,Chennai,38320,VIP,02-16-24
CUST10992,50,Female,Chennai,6577,Regular,08-01-24
CUST10993,23,Female,Chennai,17500,Regular,01-24-24
CUST10994,27,,Bangalore,6570,Regular,11-16-24
CUST10995,22,,Hyderabad,2162,Premium,09-30-24
CUST10996,40,Male,Hyderabad,41898,VIP,07-09-25
CUST10997,27,Male,Mumbai,19980,VIP,11-08-24
CUST10998,61,male,Mumbai,34681,Premium,12-28-24
CUST10999,19,Female,Bangalore,44539,VIP,10-29-25
CUST11000,30,Male,,,Regular,01-14-25
CUST11001,57,male,Hyderabad,26127,VIP,11-04-25
CUST11002,19,Female,Mumbai,30820,Premium,04-14-25
CUST11003,37,,Hyderabad,35181,Regular,11-05-25
CUST11004,18,Male,Bangalore,9806,Premium,04-25-24
